account,published,source,title,link
HCA Healthcare,2026-09-17,hcinnovationgroup.com,Tech Check: Tenet and HCA CEOs Talk AI at Wells Conference - hcinnovationgroup.com,https://news.google.com/rss/articles/CBMiugFBVV95cUxQcFVILU1zUHB4a1pOSURINGVxcVRmY1hCZklhaE5CcUZDSG9JYWhYSHoxX2JmcUpzbmx5eEVtTllrcWU0S011TzAydWt5MnRGRkFnMzNjLUc0VXBFc21sV3ZRbEVScUhEd0VHcV9XSnotWlJSQjRKQmlnX1NSZHpwNEg3RlIwaUxaSGRYdmVHaXRYYlpwdTh0RUpqb3JfM2plSkxpNFBNanQ2Tk91V1JPb1hhVXFWZ0hQWlE?oc=5
HCA Healthcare,2026-09-04,Healthcare IT News,OpenAI launches GPT‑6 Astra model - Healthcare IT News,https://news.google.com/rss/articles/CBMie0FVX3lxTFBoUS1Hd2lybDNmZkM3bmRfRWVORVdZU0dSdkpmQVl4eDhnMFNIc0ptc045d0NvYnlSNDVCMEZtRVc4eFdfNEpCZjNFQXZfdGRzTm02elZQdGNyemV6UnMtcGFsNlBpT3ZUUVlJdHJzdkdjWHI3YmJNVWFtWQ?oc=5
HCA Healthcare,2026-08-31,Fortune Business Insights,"Agentic AI in Healthcare Market Size, Share | Forecast [2034] - Fortune Business Insights",https://news.google.com/rss/articles/CBMihAFBVV95cUxOaFhIeGJMbFBjMjBnTFhCUk1tMW5Vc1Q0eWJNcEtwcXVsaVhENkNOOGdvUWxuRW1oVkRsejA3Yl9yTlZTRXQ2Y3NlZWtZUm9EY2JIYUZoczZESXMyR1M1WVM0WFlBTUdjN0MxOGNUZm9BSjB3RmZQM2dSclZYQUpwS0pCcVU?oc=5
HCA Healthcare,2026-08-28,WLOS,Nurses union protests HCA Healthcare's use of Palantir AI system - WLOS,https://news.google.com/rss/articles/CBMiswFBVV95cUxQYS1rc0VZRzQxRVpJa1pXUFNKVkFFbEVCRFZCWEJVOFN5Tkp2RndKZFJCNExubXJ1dGJBVmJJVDhEWUR6MjBuMk4tTWJjLTNvQmlhMWZjWm5oS2NBMHlJcnRSUmJ0SHJMS1h1Y2k0MXJ4VzV2WS1ONWs5V3dJNFhNbUJFRFNpeTF2c2ljY1RvYXdTel91N1dIa0NrdVljb0R0SkN1aUVubjNjTnpBYVdvazVoOA?oc=5
HCA Healthcare,2026-08-27,KUT,Nurses in Austin join nationwide protest against AI firm Palantir's role in healthcare - KUT,https://news.google.com/rss/articles/CBMiogFBVV95cUxPRmNILVhNRnNGc00xeUdzWDd4eUcwcTlEODB2cmg1Y0FzTjR3SU55anA3eVVTVTVzYmktUzBQVzJTQVhsU1J1dGd1b0o1bFd3YndyR3pkMHVKRmQzNm9rQkdSa1NoOXZkN0wybGc4RTlwUlEybXJWdzFoS2JrVk1Qd0R6eHZ3MEVwSVZoeG8xTFgzSmFuZE4zX2k2VEdLTzZ0RHc?oc=5
Humana,2026-09-01,Yahoo Finance,Humana (HUM) Names New Medical Chief On AI Push As Valuation Debate Builds - Yahoo Finance,https://news.google.com/rss/articles/CBMilgFBVV95cUxNWnpIRi1CSE1oSmItcWNncno3cjMzSXF6UlpZWU9jOXE2QmVxcmpXdkQ1andYRHJMQzVURWZGTHVadU8xZ21RUDIzYUU2c2JWMDlTSmdQWlpJQ1VpckxFcHlNMGZoMEJLMy1FSTV4Z2pDNDRleDNNV1htemNSNDJxT1lWR09TSlR5T20tQ1RyVzAwcS04Qmc?oc=5
Medtronic,2026-09-16,Unite.AI,Medtronic Wins FDA Clearance for LigaSure RAS Maryland on Hugo Robot - Unite.AI,https://news.google.com/rss/articles/CBMilAFBVV95cUxQNmpCRUZudFNJM0pkUWQ5elhBUWtETE5EaUw5WGVSYnVTNFE2a2VJWFRaT0FNcE01aWhKam9YcHhKbEZHZ0NIRnhaWHE0MzRrbmYxYU5xQlpiQWZGdjhXeDJIS3I0REx2V2gzSFFvT0NQaEdfZk93YWFsZlFMTklnemFIODN3TjlnWC1maTZJRWdqQ2hM?oc=5
Medtronic,2026-09-16,Yahoo Finance,How Medtronic’s (MDT) AI Maternal Health Push With Sonus Is Reframing Its Investment Story - Yahoo Finance,https://news.google.com/rss/articles/CBMimAFBVV95cUxQeWhCd0xKMGwzdHZkTEFBSDlYVTVnS1pEMVhOelJCSURUdDFPWUwzNktvV1ZtNmlmZVhuV3JGS1pLbGdVaHBnSHNpN0lINzJqS28yQjdIcVdOWHZOSnplQ2xvT1ZOTWdmSGZSUmRhcVdBUDhyWWRqYTBjdE5vcC1CS0haMHpUWm9ka3Q3UjBXdi1GbGRITnF3WQ?oc=5
Medtronic,2026-09-16,MarketBeat,"Medtronic Sees AI, Ablation and Targeted M&A Fueling Growth - MarketBeat",https://news.google.com/rss/articles/CBMiuAFBVV95cUxPODJmX1ZoY2g2elZ2MFV4d2lyc3FaRG53bDUxMEwzSkFUWm0zblBBbTVpaXc0eFVoeTFUX2hrVHMta2d5eWhQSklia2trOThic1RDZTlRSnJBQ3BkWkx3bjkwWkZzWko2M0VReFBjMEx2bmFEdzBWaEJvZXE2Rmpmb0NuYmp2N1ZvQlByeEFEU3QzT29yeVIwSlp6cUlBdVB0SDA1XzdPTXZBQjhJQjBYb09lU1RIY2FY?oc=5
Medtronic,2026-09-15,mpo-mag.com,"Medtronic, Sonus Microsystems Link Up for AI-Powered Pregnancy Monitoring - mpo-mag.com",https://news.google.com/rss/articles/CBMisAFBVV95cUxPdjZWVlZITGY0Wmc2UHJUSWhLTVl0Z24wSDVwdlE5c194bWVDV0xXQVhEZHJoRmlIQjRycDBBZ2pSdmpFcThKcXNMcGptQ3QxYm41bkpaQ0dXR2tGT2o2dzlORmNqZDJRRHp5QU5TbW9fNXpjcGpVN0gwQnRCWF9QbVlZVjNPaF81X1M1dW1ZNXdjSm00Nm1DV3RXbGxKalA1UHBCM2hWR2VBUjdUYnZlYQ?oc=5
Medtronic,2026-09-15,Yahoo Finance,Sonus Microsystems and Medtronic Partner to Advance AI-Powered Maternal Health Monitoring - Yahoo Finance,https://news.google.com/rss/articles/CBMiqAFBVV95cUxQbkZoVjZ5NDFfZS1jYUpGWDRILVV3MENRbFNIWmhQMl9FZ1U4YVVqY3dRQVFvcTJnS0l6R2JoMFdRSFliY2FVR0s2YnhqSnd5U1BMeHdqVDktckZhcFlEX0NmYnA4VVRibUN5YXNfTk4tNXBvVTRUVG1CbllCOWd6R1BBYTcyRmtkUzV4Mlpmd29JZG1jc1FMQmNuNk5wVWlWaUZQSTQxR1I?oc=5
Intuitive Surgical,2026-09-07,Yahoo Finance,Intuitive Surgical (ISRG): Embracing AI Innovations in Robotic Surgery for Future Growth - Yahoo Finance,https://news.google.com/rss/articles/CBMiogFBVV95cUxOUnVQZ3B3ck1NRENBOGpRYXlWOE1NdG9UZFBnMDFuM3ZnaUQ4LVU2RFRCaEcwaERKVEVpTFV3cmpCUzYtZi1GUjZPUFd5ZV94NXE1WW5rODJEaDFhbWdBOXN3ZjhjSkFqUTM5Q1dCTE5TN1dDN2xWSkUzVkNYLUctZnBLYUhkRkZRd21sS1hjRVJDYzZJTGU5MzlLckFTQm9RR0E?oc=5
Stryker,2026-09-06,The Rundown AI,Apple Vision Pro enters hip surgery with Stryker’s FDA-authorized app - The Rundown AI,https://news.google.com/rss/articles/CBMidkFVX3lxTFA4dk1GbS1mbnR2MjZkTWRValpwcVFIVmdHMkQzWkp4bE0xTUd4SXJnaC1ETjJMNU9SYkVXRUYtZzgwWWtUUllrWmoyVWtLc1Q1YVIxbzYxSHdnNnh4WXp2N0ptR0dUM2V3cER1VFN5ZEZscGNkZmc?oc=5
Tesla,2026-09-22,Yahoo Finance,Tesla Gains as BBB Rating Meets a $25 Billion AI Bill - Yahoo Finance,https://news.google.com/rss/articles/CBMilwFBVV95cUxNUmZvdGJJZWZQQ3VaTE5uNFc1dVBvZmU2b0xwdlg2ZjNXZm9OeWFLb3pVNlhGR3ljYXRheVRHODRycnJ3dGx3Mk5jTmltRzFUZ3cwZ1NJTWYzenVZRTd6LThyYlVTQ0dtWlZRRmdsZWRqQUpWeE1VdEZ0ekE5WVJJcDkwT05aTklFVGxRbWVWblp6c0psTlcw?oc=5
Tesla,2026-09-22,GuruFocus,Tesla Gains as BBB Rating Meets a $25 Billion AI Bill - GuruFocus,https://news.google.com/rss/articles/CBMilgFBVV95cUxQTzhkaEl2QVFiM01XRjV6aFhFUWY0dDR5Qi1TQ09fdzdTWnJiTmo2aUxzY01iZC1RZ1JRcHZLX2dadzJKS0IwekllOUhmOWcyUnIxMjZ1SjRFckdxOUo2QnBOcndETDdfT3c3VWticFVkZnotNHVKeVVzb3hseEJRamJLbjJpQXV4RHdLaThpLU9fSjE0b2c?oc=5
Tesla,2026-09-22,Yahoo Finance,"SPCX Stock Climbs Overnight: Analysts Tout SpaceX-Tesla ‘Physical AI’ Flywheel, Musk ‘Effectively’ Ships Grok 4.7 On Time - Yahoo Finance",https://news.google.com/rss/articles/CBMiogFBVV95cUxPT3p6T2prM042UURnTkJQd21jWWVxUXU2VWR4UTlSSEdUdU1uRWl2YnZlazhrYjh4aFZzUWJkZGFvc0hNM05MVVZMamFhUlRvbjJ6eGhzd0tPNTAwMzdjZW1IaXRDQXhoSm14WlBndEduMHBwX1F6eFh2SFoxNUdPZkJfTnV6bXd5ZnBhbmlQblI1eUktRGdkVEYwTmhIV3kwTGc?oc=5
Tesla,2026-09-22,Yahoo Tech,Elon Musk Agrees Viral Robot Moves Were ‘Essentially Remote Controlled’ — Tesla AI Chief Warns Robot Safety is a Bigger Challenge Than AI Safety - Yahoo Tech,https://news.google.com/rss/articles/CBMijwFBVV95cUxNcm9TSnVobVZ4QjNvSkhROUY4YTJTZ3F2THZhZklWaTF4LTd3N2drd2xCcDQyX0wzeWIzOGpUQnpWcllfbHNxbkM1Sm43S2pBTlg5aVpDbUhTVXdNN1YzWmwydVFOU0poSHpmUUVvcU9yenJJVHNQT09TT19OWTN2anQ1dWdCYTdPSi1ZZm5zOA?oc=5
Tesla,2026-09-21,Stocktwits,"Tesla Q3 Deliveries Could Beat Expectations, Says Barclays — Analyst Calls Fundamentals An ‘Afterthought’ To AI Story - Stocktwits",https://news.google.com/rss/articles/CBMihwJBVV95cUxQLW4yMjB4YWt1S1FlV3E3MThtUnhlT1JRM2J6Yl81S2ZjaTA3emVFYWFhdzNESDhkMVdlZ3FxWmc1d056eDhzTkltdm44UjZ3NmUtc1BuY0g0NUw0ZEJMdlRwMHdrdDZ5UDFUQkQ5OUVWWmtYc3NwUVMtTVdzeTg3MURTUzI2bVNjX3lGWEFYaGJkSW1BUG5zU193czJOUmZ6UGViQ1RNaDFaalU2UE5VdHBtdWlKY1lPc1JHQWZCUW02c1BzeENYUmxyZlR2bWpTaUd1eWpidzJIcXBEdmM2SlJiMS16NHZHWGlfUUd5NXBYbFhUc1NObFJISDgyUHU2aUR0Q0hFOA?oc=5
Ford Motor,2026-09-22,AI Magazine,"People Moves: Mano Mannoochahr, Ford Motor - AI Magazine",https://news.google.com/rss/articles/CBMifEFVX3lxTE0ydjE3endJTnlJOWgxWXBOcW1FcTBmNWRsVjBFZ1d0MURZZDZ2NzgwWFV4UGNDYjBLZjl3VWpSSUlzNUVXTkFUcGtjRUQ0dlE5SDBVcExIOU5jcklNNVEtZGpCM0otZ2VVX05hYU5pTTUyVUpuWUZvaEZJbzU?oc=5
Ford Motor,2026-09-08,Yahoo Finance,"Ford Motor Bets on BlueCruise, AI and Ford Pro to Drive Digital Revenue - Yahoo Finance",https://news.google.com/rss/articles/CBMimAFBVV95cUxPRk5ITmZvRGY1OHdwTjZna1NiR082NjVDVnMwbk9NLW1JT3JWUG1rOVF1aE1ZQk1EM3E3bXN1ekpIVnZjWll5U2p4bVdqX3NCSmx1em5rSkx5NWstQnN0T01fS1N1emtGbnVYeHJ2RTNUcU5tbVI1M0tkX2FYOVFEN3dnQl8yalRmd0QzbEZMQV80OWNrSHV5MA?oc=5
Ford Motor,2026-09-08,Automotive News,"Video: How GM, Land Rover and Ford are using AI to improve vehicle development, quality - Automotive News",https://news.google.com/rss/articles/CBMid0FVX3lxTFBacUYzTUtXYVNYQ2NIN0tmYXk2TW9RdUhZcWhNUXFaazZYSmQ2VzdVT2V2ZlptZzZfazhtaTZOY0xzSk5DUjBQWE84ajB2Mmx6Y2dUMFlXbHI5RWRtZDlId0toU3A3RXZiVVVWb0lldlpMN25CRW13?oc=5
Ford Motor,2026-08-28,The Times of India,"Ford’s India GCC to hire 500, bets on AI and connected vehicles - The Times of India",https://news.google.com/rss/articles/CBMi4AFBVV95cUxQS29odE9zTFdZLWRqOFVjSjVIbFFXMThMWVdBcjJfbXNsbEM2NXpDRXB6dktiVGZ4c2F3UUNEeVRFYVFMUmhXRTBSY2RUUmJEOUN5c1ZDaVpRX1N6ME0zZ1FnYl92OGg2ZEJNT2gzZFVtaGtkT1pWTWNEaENDakJyYXRZR284NEF6Tlk4MHJsQXFCaEdjTnFHenBvcmVxdXhtNFhlaVhIMkxDVDRERjNLWTVBanJndHVoS2ZzVU1OOVhEdlYyeXBoQkwteWczZVlGRk4zYVM3VTd2RDlwbVlJNdIB5gFBVV95cUxPcldtVGc0bG03MWtUNEl1NWRPZTJidUdpWllJRUNRcjhXZ0tsZC13TDlDNXhEbjBMbmJDdGd1dzB1RTl0UlJSdFpZMUwtc3pMSVQ0OHYwYk9tWFgxZjByWUh6WnB6LWthVWw4TE5BXzVMUzZyV1QyNXJrNmJ1U1ROUkxnQmh5N0poSVV6a2wtM1lsWTZxUmtjZVZ6MXAwOUI5RDF3UkkwREdxRlkxWklNYTdMZTFNbVNBV3J6UFVMYkpDSG1aN3lwNDFVTUpkQlhENXByUVg1c25kS3U5d1hyNEVwUUppUQ?oc=5
Ford Motor,2026-08-26,Yahoo Finance,"Industrial Giants Pivot to AI Data Centers: Caterpillar (CAT), Cummins (CMI), and Ford (F) Target Power Boom - Yahoo Finance",https://news.google.com/rss/articles/CBMimwFBVV95cUxPdmFnRGc4V0luczd1eHl0TzNlbDU2Nm5Jck5fNWxGZUlEZFhQaEMzaU1sdmwxRGRHR0xteEc5b2tLZEZqZmotZDJZc3ROOXJFNGxZczZ2QmZHTWtkdVBiYU9OWVctR2d4NzZUMGpJU2lNbDVPNjlNbFI3UlRVTjJ6TmFYOXBLYzRVNWhCV3dfaHRXdDV2cGJpOVFQVQ?oc=5
Rivian,2026-09-17,FinancialContent,"Rivian to Participate in Evercore ADAS, AV & AI Forum - FinancialContent",https://news.google.com/rss/articles/CBMiswFBVV95cUxNNktNaGtLVVNJRmVCM3hWbGQ4aXJTZVJGRjlSZzUxaVBrSnI3ZXZSRV8yZWNjVnkwbERyaVhoalVydmRwbndMaTI5T3h0TTFWLXdXSjlsdUZWUGJ0c3lPdUk4c1dnbzFxMVQ0M1VwZzFHeGR4RnotWnY5VFN0Qjc2OXYweEQ4OFdTWFVaQkhvUVk5X05HNVZDUFBRSGdIdUpDNDA5OWlYaWI5SHItRkFHQ0JDNA?oc=5
Rivian,2026-09-16,eletric-vehicles.com,Rivian CEO Ties New Autonomy Features to December AI Day Rollout - eletric-vehicles.com,https://news.google.com/rss/articles/CBMiowFBVV95cUxNZjc0eTIzSlFKVllucHdFVVFyLVd3cmUyRzdrUjhQMXk4UDg3M2RzY3dIbFdiZE01VmpqS2RYUEVPVC04cURaWlNabXMxWDZzMUNmS2xMM2xYTDVRUFFPZFBUYjZUVFdlYUlhTXJZT05jWVVpN19XWmZtUHp3VXVFdTBXZEp6Ykh2MS1hc0ZNU3llbXVYUHlaNXBuV21TbU1QNUQ0?oc=5
Rivian,2026-09-11,PYMNTS.com,Rivian’s AI Agents Cut 15 Days From Every Close - PYMNTS.com,https://news.google.com/rss/articles/CBMipgFBVV95cUxOazNsbDlTYWM3aUFtd0k4bDFMVi05RHp4b1dpZUt3d2p0aXU5UEZOQXVrUHJNMm1XZUZNY0xadVNZemRmb3BDQnRqTlpPWkgwSndhZGptRmRBaFVvSGZLWVBoblFlUThfdEw0aFpsVjJvWmNGUHgyMHN6SkRGdG5xN1QyNTJnM2hqY0dFYzA5Tmp1RTNkX3YxVUxjc3ZWV1BCd2x4ZDl3?oc=5
Toyota (Americas),2026-09-22,konsulteer.com,Toyota Eyes $6.4 Billion Robotics Investment as Physical AI Expands - konsulteer.com,https://news.google.com/rss/articles/CBMiowFBVV95cUxOVjVCXzZ0dUZzMHZpdC1HMDN3Q2k1RWZQdFdSc05fR2RXU1lleFA5eEViZkNsdjFIVVlfVVJlWm5LdDBRb0hVckNGOVFMMG92ZnFmdkd1UWFhVjBzSFNGYVRhVnFGZFdNZGFuMkd6b0kyYno0TWZFbms5Z1oxbmNjbXYzWEhsUVdyNENhZUVWY3FzcjVSVk1DbzM0aW04S2pnMUZR?oc=5
Toyota (Americas),2026-09-22,AI News,Toyota’s $6.4bn robotics estimate puts physical AI in focus - AI News,https://news.google.com/rss/articles/CBMijgFBVV95cUxQTFVCQjFPWVM3aTllN0pNYXhQU0hUTDJ4aWUwVFBXZ3VQRXBCbkd4OW9jT205RUFxN252NDlnblcxRXpDZFhRdjczbUNWWlMzU2FleFJ3RU1vbDZCNXgzd2N0VDVWU01TcmpvU25GNDBKOXEtbk1lcVFFNlRfYUFSZndPc0daMmR3UUdZcjVR?oc=5
Toyota (Americas),2026-09-19,Stocktwits,"SoftBank Has Ousted Toyota As Japan's Most Valuable Company, Thanks To Masayoshi Son's AI Bet — And Retail Is Paying Attention - Stocktwits",https://news.google.com/rss/articles/CBMilwJBVV95cUxPWEhRLUVlTDBkOEVHekNJazlSYVBBSFJoMERETk9DdXFlSlpSOWVuTmhKVWM2NDlzT0ZHZDI1cmg0REtaZ2JtZS1JNllyeWx0eGxneXZNR2VUZjl2cUpHdkxRMnJpcEYyNEljeVp3Umx6cGQ1NHdqWTZHMXZ3YXVfUFc3ejRBTnBTZ1BhajJkaG1Sd1FMQ0hKdUU2RDN1ZmxYZFFDcVVEcGZ6dm5qUmFCVGhKODNOaWxIZkJ3YVVteFc2Q3FMZWpCUFh3Mk1QQkRzVl9MZnBVT1N0aDV3Q1NmUnU0WVFhVmhOQV80UnBwTkJzOWV4cDRVWTFzQXdwMXYzTlhnd1hBam0xenhkUnlaY3BDeGM5UHc?oc=5
Toyota (Americas),2026-09-18,The Japan News,Toyota to Make Full-Scale Entry into AI Robotics Business with Eye toward Factory Automation - The Japan News,https://news.google.com/rss/articles/CBMidkFVX3lxTE5HR05kSVlXa1dqS0V6Qm1jWUd5djkzZ2llbVNPS0J2N1ZicHVyRjlZVFhiekpzeU8wdjB5b1M1emlLajZ4dXdVRjRkcDYwQjhJU09YaUlpSVRpcDliT2I2ZGRVYmV5Wng1ZktPbnVYTkFIRHZuX3c?oc=5
Toyota (Americas),2026-09-17,finance.biggo.com,"Manufacturing AI startup CADDi raises ¥17.7 billion, valuation reaches ¥182 billion with Toyota-backed investment - finance.biggo.com",https://news.google.com/rss/articles/CBMidkFVX3lxTE5faE53bllvWjlDbUNuNUQwTW9tRUxLb2xJNWtzZVRRaDBiVGFnQ1N1OGhyVFdzZG5uZlpFQjZtazFITVN4aHpzZDV1YTBDOVhGNG5vWC0yN0dNN3N6cFhLbzlzcl8wQXk5dFNfNkFacmVsSHJ2UHc?oc=5
Stellantis,2026-09-18,Media Stellantis,Forward-looking: Opel Premium Partner at Big Bang AI Festival 2026 - Media Stellantis,https://news.google.com/rss/articles/CBMitgFBVV95cUxPdHp4VXlkak5mbzZWSXVBN3QwZzhqZW5qZllRTnRORTdEUFJnc05BcDRBQ25RMElRcjU2WHhvVzMyOE15RS01OTRYX0xhSTdTejZlNUpMckFFS0RmNHdacDk2RzJHOHVpa0FFVUhNenF3VTlZc3F1anBHbnZnY2dkZXROaGZLSVFUSW52QmRxQldYbG1BSFkxSHd6LVl1OTBPV1FLV2dlRzBYR1ctQmpxcUc3Y1Brdw?oc=5
Stellantis,2026-09-16,MoparInsiders,Stellantis Expands AI Strategy With Microsoft Partnership - MoparInsiders,https://news.google.com/rss/articles/CBMijAFBVV95cUxPVm5xbEZYYWNvS3FVaWptYUlhNFlzclhvNHVFa1N0a183V1IzNHQ4OGU1Zm1IdHNxenBwalBRMHNZREpDSXJXQlVDeEtHajZzYzJuZ3ZNZjE3VDFyWU10QjdCc3VzdXkwdmFrZU4ybUFseG5scVh0TlQyWVVCUXdmWmthdWh3Ql9xZWgzZw?oc=5
Stellantis,2026-09-14,AI Insider,"Stellantis Pro One, UQI Robotics Develop Autonomous ‘Box-on-Wheels’ for Last-Mile Delivery - AI Insider",https://news.google.com/rss/articles/CBMiwwFBVV95cUxPQjFFamxCcFBfVUtSTy1UaDlGd3ZWOXNGOWxRaEZIanBYVVZPSC0xUWQ2YVNZczdBYTNmeDRIcHN2aXFKc3AzdURydHVaWlFqX05DSHdaOFZaLS1SeGxVa1BhZ2FPMFhIRHdSczlxLW9NYUZCUE5Gd3c2TXlrekR0MkxmM1gwV3dhNnZrQTFMSGVTQlJxdU4xN0dFOEFwOUFHMFMwWXFlekktWHptUW5VNXVlUkNrQXdVRGpKQk5BbWR0SU0?oc=5
Stellantis,2026-09-11,Intellectia AI,Stellantis Invests Over €1B to Reshape European Manufacturing - Intellectia AI,https://news.google.com/rss/articles/CBMimgFBVV95cUxNYnByT000R1ZGSS15SDBUc0VQaHVXYkpJajhEMXFpNHl4cUxfWFJOUmZyTFZLZFBFV3lsOEpCRTlmeW9aY241dF90LXQ4N1pBRkxndXVwZE4yTDc3YXVFQVVVQThIOVVPZWRRUHNXUENwWEhKMlVCVHVwdDdwX1N6QnVxakVKTTZHQUVCWjdvMjRoVk10SkxvTkxR?oc=5
Cummins,2026-09-22,Batteries News,Cummins selected to supply battery energy storage systems for large US data center project - Batteries News,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPeTEycWtBaDJlWXhfQW1tb01JSURzSEtVOU9kRE5YNUlVREEtS05qUUJHbWFkTzlIdkpfLWdIZURGbU40YktOd0xhdnBPTWVZU3FIcThUVXI3eVQ2cWYwcWk4ajRBZkJNU01XelU5QjhYOGFxYm5PbmRoTVF4d0d3Z1N0QUx6N2NVTi1SYmdwaWQtcUdoYjNoam5BM3h6c25VLTFmZ20xSlZkMUFoV2VrVmhtejYwcTE5?oc=5
Cummins,2026-09-10,Business News Nigeria,"JAN, Cummins equip 360 girls with leadership, AI skills - Business News Nigeria",https://news.google.com/rss/articles/CBMilAFBVV95cUxNaUpuZTBBOGhvVGF4SDI1LVQ4dk1yS2ZiWmNTN2Z4NlMxYm8wNk9iTi1SWHR4TE1KblhRN0lZVGFrUWFxQ2ZMS0ROV0o1dl90VTZRY1Y2cGxiVEttOW9zSVBFU1B2ZkVmRGQwdmdWbzkyd0FNcDZaZDZkSmhCa203RFdNRmdxTHBDZUd5ZjRvUEpKdFd3?oc=5
Cummins,2026-08-27,Yahoo Finance,Does Cummins’ Landmark AI Data Center BESS Win Reshape The Bull Case For Cummins (CMI)? - Yahoo Finance,https://news.google.com/rss/articles/CBMimAFBVV95cUxQdzVFNnhmTmFvdjRUN1ktdnV1VHl5YmNfeGVDMW9FZEpzbjVUc0lxemstM0tEU1Z0cTlmSjYzbUdVeDdUbnBEZEZEMVg2MEhHdUxGQzBzZnJQR0IwSzdlYm5QOE1tN3h5WExnbkRKQ05sNG1MekNsVUVnNVdZSk93d2lRd3FsZ05salVKRlJESGhGbTJwRWpYag?oc=5
Cummins,2026-08-27,Yahoo Finance,Cummins (CMI) Lands Its Biggest Battery Storage Deal For A Major US Data Center - Yahoo Finance,https://news.google.com/rss/articles/CBMilAFBVV95cUxNTGdxTnNUXzhPNlJTV3h6cnc4MUcxaW5fRkNQaElYVkJwQ3lSdFNCaV9iVE9DYnNlMW5XeDREQjNCZUF1OGluZFFORVlmV2lGQ1JKNE5neE90d1paQVFNbkpFbGJjQk9VemhEV2NqdHBSNkpoVXhNZmVsMHpOdGJfSWNhNXVPN0JHRVdXM3dZbUtEVFdG?oc=5
Cummins,2026-08-26,Yahoo Finance,"Industrial Giants Pivot to AI Data Centers: Caterpillar (CAT), Cummins (CMI), and Ford (F) Target Power Boom - Yahoo Finance",https://news.google.com/rss/articles/CBMimwFBVV95cUxPdmFnRGc4V0luczd1eHl0TzNlbDU2Nm5Jck5fNWxGZUlEZFhQaEMzaU1sdmwxRGRHR0xteEc5b2tLZEZqZmotZDJZc3ROOXJFNGxZczZ2QmZHTWtkdVBiYU9OWVctR2d4NzZUMGpJU2lNbDVPNjlNbFI3UlRVTjJ6TmFYOXBLYzRVNWhCV3dfaHRXdDV2cGJpOVFQVQ?oc=5
Boeing,2026-09-20,Indian Aviation News Net,Pilots’ body seeks comprehensive review of Boeing 787 electrical systems in AI-171 probe - Indian Aviation News Net,https://news.google.com/rss/articles/CBMi1wFBVV95cUxQMjd1XzZ0bThNTG1DTDJkOV9lYURiTUZZdElhQ3lkSmhLbzd0QnBBcFNNTHNlQTRYbUo0djU1MFUwSnlDR2V3UFdhMmNmUFFiQlNUaGUwRlF6Q2RPb2o2dDF1QTlRSmFZamZYRUhLTGY2bGZaRC14ajh4ck5QTjlqcFJoMDZUUlVPQWNqWHFuazI5cjgyc1B5X3hkUzk2QVB5X2lZUTdDWXBuUnVESFVHOGNEdVpHNlRKZjdnVHltTHhBV2RJSU9oWElPRjc5S0Nmd3k1bXJ4dw?oc=5
Boeing,2026-09-20,Intellectia AI,Boeing Secures $552M Contract for MQ-25A Drones - Intellectia AI,https://news.google.com/rss/articles/CBMihgFBVV95cUxQUjdnWUhqQzhEdDBwUUNVLWtwQjNoN3NTTkFEa0llZEFLSUp5dHhPckxfVGlMRWpvODhGdUlRVDd4UDEtS1RvZHlzdnZsZkI5NlRIT25tdTJFZzRhNVNHdmlheWNUVXJ1UWpFWkdkWEczMmhsd1BFaDlsckJ4VDRTQnZleGFZdw?oc=5
Boeing,2026-09-19,LatestLY,India News | AI-171 Crash: Federation of Indian Pilots Seeks Comprehensive Evaluation of Boeing 787 Electrical System Evidence - LatestLY,https://news.google.com/rss/articles/CBMigwJBVV95cUxPa2VVek1fSWdXem5HMmViYy1teE5qSi0xeWxGY3hWMW9ocjZiYjdFSWRKd2hyTUZod01ZYWxBc2tES0pWNUFYZGdkQm9QYTA1R05TYWFGVXVWR1Q0cUpaOWtwYWR5S0gwWDdSYS1hbFVMUzVFT2kyNHlKMDRpbUdzS3QxTWVLMmhVMGRQb29rcVc2SjU3VXNwc1Q1NWladGN1VWNUdUppQnpoamczaTBwd19XNHNDd2J0Ti1DNDExMlJ4cF9ObmU0OWtQU1E1RlBRM05rUzN3RDVXemxUVWkwLWJGdmtoNjVXQUhTVjMzWWZ2NXpZblBNRGtucUtYbVE0Qzd3?oc=5
Boeing,2026-09-19,The News Mill,FIP calls for Boeing 787 electrical system review in AI-171 probe - The News Mill,https://news.google.com/rss/articles/CBMi4gFBVV95cUxOd0QwZHdUZ3RSVlFYUzhtN3RnWVRBVXFYY09GemxqcjA2NTQtSDNpd0tiVjNiakRQUjFXUjMtM3JnZnJGTUFQOUgtQmJyTEtaQ0lsM2I5N083V3BGYm9ldDRTanhHUWR2SDBKX29MWnl4dzlBX0FlWlo5ZXpIQ08tN0tRUVhZaTNiSlJ2dGd4djlES1hvWDl0OEwyMDN6dzNneS0yTE5hQi10eGpKcVpsRVVjLVdSQnh3TlpacTh5eG9CZ0ZGYnNhVzBaeXl1QVU1cEJROHlXdi0yVFVYbGN6bVd3?oc=5
